Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover,Season,Location,Weather Type
-1.1001921675356126,-0.32882828845656314,0.9651673420007033,0.04741689261937501,-0.18731820448995334,-0.7794096237565749,-0.7305385615583979,2.0,3.0,1.0,2
-0.23741254913582774,0.9266480998101189,0.2414152023421631,0.17354343822657936,0.18420535258425008,-0.2607985221542567,-1.1754613870718866,2.0,2.0,0.0,1
0.8554416341705664,-0.37904734398723045,0.6032912721714332,0.3312016202355848,-0.36635922403511934,-1.0387151745577339,-0.43392334454940534,2.0,2.0,1.0,1
-1.4453040148955265,0.2738003779114442,2.919298119078762,0.8672394390662033,-0.6136831549383541,1.0357292318515388,-0.2856157360449091,2.0,3.0,2.0,2
1.3731094052104373,-1.3332093990699088,-1.4232147188724793,-1.3399751090598728,0.3092114698342564,1.554340333453857,0.4559223064775723,3.0,2.0,2.0,3
-0.1798939079091754,-0.37904734398723045,-0.33758650938466905,-0.26789947139863585,0.24791814782780058,-0.7794096237565749,0.4559223064775723,2.0,1.0,2.0,0
-0.8701176026290033,0.8764290442794516,0.5309160582055792,0.11048016542297719,-0.36528390259641064,-0.7794096237565749,-1.0271537785673903,2.0,3.0,1.0,2
0.6253670692639571,-0.7807997882325687,-1.1337138630090633,-0.9931271086400608,-0.032740747675432384,-0.5201040729554158,0.7525375234865648,2.0,1.0,0.0,0
0.6828857104906094,-1.6345237322539123,-1.0613386490432093,-1.3399751090598728,0.42749682809232403,0.7764236810503796,0.15930708946857974,0.0,3.0,0.0,3
0.1076992982240862,0.022705100258107798,-0.04808565352125299,0.4573281658427891,-0.050752381773818946,-0.2607985221542567,-0.8788461700628941,3.0,1.0,0.0,1
-0.1798939079091754,1.479057710647459,0.6756664861372872,1.2456190758878163,-0.37388647410608966,-0.7794096237565749,-0.2856157360449091,2.0,3.0,2.0,1
-1.2727480912155695,1.0773052664021205,-0.26521129541881505,1.119492530280612,-0.18543639197221304,-0.7794096237565749,-0.8788461700628941,2.0,3.0,1.0,2
0.8554416341705664,-0.5799235661098996,-0.5547121512822312,-0.45708928980944236,0.040112279797151505,-0.2607985221542567,0.307614697973076,2.0,1.0,0.0,0
0.6253670692639571,1.2279624329941226,2.4126716213177835,0.804176166262601,0.24953112998586674,1.813645884255016,-1.1754613870718866,3.0,0.0,0.0,0
-1.3877853736688741,-0.4292663995178977,-1.1337138630090633,1.2771507122896173,-0.33840086662866786,-0.7794096237565749,-0.7305385615583979,2.0,3.0,1.0,2
-1.3877853736688741,0.5248956555647806,-1.1337138630090633,0.23660671103018152,-0.6306194675980319,-0.7794096237565749,-0.1373081275404128,2.0,3.0,2.0,2
0.5678484280373047,0.3240194334421115,0.2414152023421631,-1.2453801998544696,0.13339641460521662,-0.7794096237565749,1.0491527404955574,3.0,3.0,1.0,0
-0.007337984229218442,0.6755528221567825,-1.1337138630090633,1.4663405307004238,0.023444797497150865,0.25781257944806146,0.01099948096408348,3.0,0.0,0.0,0
0.1076992982240862,-0.12795206633389403,0.45854084423972513,0.17354343822657936,0.07425373547618434,-0.5201040729554158,-1.1754613870718866,3.0,3.0,2.0,1
-0.1798939079091754,0.2235813223807769,0.02428956044460103,0.39426489303918694,-0.27495690174479454,-1.0387151745577339,-1.0271537785673903,2.0,2.0,2.0,1
1.0279975578505234,-1.8353999543765815,-0.19283608145296102,-1.119253654247265,0.14737559330844235,1.813645884255016,0.307614697973076,3.0,2.0,1.0,3
-1.502822656122179,0.6755528221567825,0.8927921280348493,1.2140874394860153,-0.43867459078834886,-0.7794096237565749,-0.43392334454940534,2.0,3.0,2.0,2
-1.4453040148955265,-0.07773301080322675,0.31379041630801713,0.2681383474319826,-0.17656499010285684,-1.0387151745577339,-0.43392334454940534,2.0,3.0,2.0,2
-1.502822656122179,1.479057710647459,2.919298119078762,1.0248976210752088,-0.5569599490464164,-0.0014929713530976065,-1.323768995576383,2.0,3.0,1.0,2
-0.23741254913582774,0.5751147110954479,0.8927921280348493,1.0564292574770098,-0.08677564997059511,-0.2607985221542567,-0.43392334454940534,2.0,0.0,1.0,1
0.1652179394507385,-0.479485455048565,-0.19283608145296102,1.3086823486914185,-4.311175921941694,1.813645884255016,0.4559223064775723,1.0,3.0,2.0,3
-1.560341297348831,0.3742384889727787,1.1822929838982654,1.119492530280612,-0.6021234494722261,-1.0387151745577339,-0.7305385615583979,2.0,3.0,2.0,2
-0.29493119036248006,0.424457544503446,-0.9889634350773553,-1.3715067454616738,0.2909310053761896,-0.0014929713530976065,0.4559223064775723,3.0,0.0,0.0,0
0.3952925043573478,1.2781814885247897,1.0375425559665572,0.9618343482716065,-0.08301202493511149,-0.5201040729554158,-1.0271537785673903,3.0,0.0,1.0,1
1.6031839701170465,-1.383428454600576,-0.6994625792139392,1.4032772578968218,-0.741108745425455,2.5915625366584933,4.163612519089979,2.0,1.0,0.0,0
-0.29493119036248006,0.2235813223807769,-0.6994625792139392,0.9618343482716065,0.040112279797151505,-1.0387151745577339,-1.0271537785673903,2.0,2.0,0.0,1
-0.23741254913582774,0.8764290442794516,-0.6994625792139392,0.5203914386463913,0.035273333322956096,-0.2607985221542567,-0.1373081275404128,3.0,3.0,1.0,1
2.2358890236102225,1.5794958217087933,0.31379041630801713,0.7726445298608,0.41566829226651575,-0.0014929713530976065,-0.5822309530539016,3.0,1.0,1.0,3
-0.46748711404243704,0.424457544503446,-0.04808565352125299,-0.5832158354166467,0.0656511639665053,-0.2607985221542567,0.7525375234865648,3.0,1.0,1.0,0
-1.502822656122179,0.07292415578877508,-1.2060890769749173,0.5834547114499935,-0.44432002834157586,-0.7794096237565749,-1.0271537785673903,2.0,3.0,2.0,2
0.970478916623871,0.8262099887487843,0.7480417001031412,1.0879608938788108,-0.0827431945754343,1.0357292318515388,-1.323768995576383,2.0,0.0,0.0,1
